mjd,mag,magerr
173772,2590,0.05
185671,2754,0.05
197336,2222,0.05
205185,1096,0.05
212184,243,0.05
219616,1930,0.05
230282,809,0.05
237398,994,0.05
245713,1741,0.05
254861,1364,0.05
261911,1084,0.05
266977,1158,0.05
275459,1158,0.05
280542,296,0.05
284690,462,0.05
291924,724,0.05
297390,517,0.05
301538,371,0.05
305156,378,0.05
308872,386,0.05
308872,386,0.05
465833,1416,0.05
472884,858,0.05
479833,3514,0.05
487548,1280,0.05
494080,1391,0.05
498230,859,0.05
502362,928,0.05
506945,452,0.05
512127,1480,0.05
516310,1218,0.05
520876,775,0.05
526343,708,0.05
529526,369,0.05
534209,261,0.05
537408,237,0.05
539908,212,0.05
542642,201,0.05
545541,483,0.05
548539,536,0.05
553007,814,0.05
553007,814,0.05
558405,336,0.05
560672,496,0.05
563888,380,0.05
565805,434,0.05
568955,601,0.05
571620,293,0.05
573619,329,0.05
576586,247,0.05
579086,269,0.05
581852,596,0.05
585485,685,0.05
588135,464,0.05
590818,251,0.05
593900,736,0.05
597399,241,0.05
599684,242,0.05
602233,178,0.05
604317,174,0.05
606683,193,0.05
614531,201,0.05
614531,201,0.05
618281,389,0.05
621081,242,0.05
622997,441,0.05
625097,225,0.05
627162,242,0.05
630346,186,0.05
632613,181,0.05
635146,252,0.05
637862,415,0.05
645395,451,0.05
651960,1476,0.05
661359,166,0.05
667141,199,0.05
670557,449,0.05
673575,219,0.05
677107,244,0.05
679990,261,0.05
682556,229,0.05
685589,256,0.05
689388,374,0.05
689388,374,0.05
